brand,city,title,desc,image_count,created_at,price
HTC,Karaj,"['HTC', 'ONE', 'MINI2', 'ROSE', 'GOLD']","['گوش', 'سال', 'کار', 'خوام', 'm8', 'گرفت#گیر']",0,Monday 01PM,583845.8306629875
HTC,Ahvaz,"['اچ', 'تی', 'دیزایر', '616', 'دوسیم']","['فروش', 'معاوضه', 'HTC', 'دیزایر', '616', 'دوسیمکارت', 'تمیز', 'خط', 'خش', 'صفحه', '5', 'اینچ', 'آندروید', '4', '2', 'یو', '1', '400', 'چهارهسته', 'ای', 'دوربین', '8', 'HD', 'جلو', '2', 'فلش', 'LED', 'حافظه', 'داخل', '4', 'همراه', 'کارتن', 'کلیه', 'وسایل', 'جلد', 'ضد', 'ضربه', 'قیمت', 'فروش', '370', 'معاوضه', 'گوش', '4G']",3,Thursday 05PM,440328.80854608037
Samsung,Tehran,"['دوعددسامسونگ', 'گلکسی', 'نوت3']","['خط', 'وخش', 'n', '9005', 'وn', '900', 'تک', 'سیم']",2,Thursday 01PM,553118.9370269977
LG,Shiraz,"['گوش', 'Lg', 'L4']","['باسلام', 'گوش', 'تاچ', 'دوسیم', 'کارته', 'خوش', 'دست']",0,Friday 12PM,282166.03707763454
LG,Tehran,"['گوش', 'لمس', 'LG']","['تمیز', 'سالم', 'ب', 'شرط', 'همراه', 'لوازم', 'جانبی', 'مربوطه']",2,Sunday 06AM,517373.95934613294
Apple,Mashhad,"['آیفون', '5', '5S', '6', 'آیکلود']","['سلام', 'آیفون', '5', '5S', '6', 'آیکلود', 'خریدار']",0,Sunday 06AM,1216213.321678542
Apple,Isfahan,"['ایفون', '4اس', '67', 'گیگ']","['معاوضه', 'ایفون', '3', '83', 'گیگ', 'تمیز', 'پیامک', 'جواب', 'میشود']",3,Tuesday 10PM,1130032.4224617446
Samsung,Tehran,"['جی', '5سامسونگ']","['ال', 'ای', 'دیش', 'شکسته', 'بقیه', 'سالمه', 'برد', 'باطری', 'بقیه', 'قطعات', 'تعمیرات', 'میخواد', 'ممنون', 'دیوار']",1,Thursday 04PM,190303.37898421648
Nokia,Ahvaz,"['گوش', 'نوکیا', '3310', 'کلاسیک']","['گوش', 'نوکیا', 'ساده', 'مدل', '3310', 'کمیاب', 'کلاسیک', 'شرط', 'سالم', 'فروش', 'میرسد', 'قیمت', 'مشتری', 'داد#ده', 'باتشکر', 'دیوار']",1,Monday 01AM,89838.82725182748
Huawei,Tehran,"['هوآوی4Cبورد', 'سوخته']","['سلام', 'توجه', 'تعمیر', 'کارا']",2,Monday 02PM,327570.41131212545
Samsung,Ahvaz,"['گلکسی', 'نو', '3']","['گلکسی', 'نو', '3', 'گوش', 'تمیزه', 'وسیله', 'هاش']",2,Wednesday 06AM,735600.6353006983
Samsung,Ahvaz,"['هواوی', 'پی8', 'لا']","['گوش', 'تمیز', 'خانگی', 'کار', 'تعویض', 'میشه', 'مشتری', 'اگ', 'بشه', 'با', 'میام', 'قیمت', '630', 'هزار', 'تومان', 'گزاشتم', 'اخه', 'تمیز', 'تر', 'دیگ', 'نمیکنم', 'واسه', 'نتوع', 'میخام', 'عوض', 'سری', 'هستش']",4,Saturday 05PM,577660.9384118586
Samsung,Isfahan,"['فروش', 'گوش', 'قیمت']","['فروش', 'انواع', 'گوش', 'قیمت', 'همکار', 'مصرف', 'a', 'NUMinter', 'j', 'NUMinter', 'j7', 'NUMinter', 's6', 'duos', '1565', 'inter', 's6', 'edge', 'NUMinter', 'xa', 'ultra', '1140', 'ایفون', 'های', 'فایو', 'اس', '32', '16', 'گلد', 'گر', 'تمیز', 'اک', 'موجود', 'میباشید', 'جهت', 'تماس', 'NUM', 'NUMموجودی', 'مدال', 'لطفا', 'تماس', 'گرفت#گیر']",4,Saturday 09AM,1288307.714863651
Samsung,Tehran,"['معاوضه', 'a7', 'تمیز']","['a', 'NUM', 'کارکرد', 'واقعا', 'تر', 'تمیز', 'سفید', 'رنگ', 'ایفون', '6', 'سالم', 'خط', 'خش', 'معاوضه', 'میکنم', 'اولویت', 'Galaxy', 'a', 'NUMهم', 'سر', 'سر', 'معاوضه', 'میکنم', 'اولویت', 'اخرهم', 'z5و', 'بعد', 'z4', 'ترجیها', 'ایفون', 'گوش', 'حتما', 'خط', 'خش', 'شدگی', 'باشه']",0,Tuesday 09AM,840189.5277162833
HTC,Tehran,"['معاوضه', 'امپیلیhtc', 'wildfire', 's']","['کوشید#کوش', 'تمیزه', 'اصلا', 'با', 'کار', 'نمیکنم', 'افتاده', 'توخونه', 'جعبه', 'وشارز']",2,Friday 10AM,381970.561082708
Apple,Tehran,"['iphone', '7', 'plus']","['آیفون', '2', 'پلاس', '871', 'گیگ', 'گلد', 'پلمپ', 'قیمت', 'NUMمقطوع', 'تعویض', 'داشت#دار']",3,Monday 10AM,1960978.7008061258
ZTE,Tehran,"['فروش', 'گوش', 'آیفون', 'سامسونگ', 'ال', 'جی']","['فروش', 'انواع', 'گوش', 'های', 'آیفون', 'سامسونگ', 'ال', 'جی', 'آکبند', 'قیمت', 'جا', 'گارانتی']",0,Tuesday 04PM,409387.45417254965
Samsung,Isfahan,"['گلکسی', 's4']","['سلام', 'گوش', 'مشک', 'رنگه', 'تمیزه', 'یه', 'زدگی', 'جزع', 'پایین', 'گوش', '#هست', '16', 'گیگ', 'دوربین', '13', 'سری', 'اصل', 'گوش', '2سیم', 'کارت', 'معاوضه', 'میکنم', 'اچ', 'تی', 'باشه', 'مشکل', '816', 'یاحق']",0,Thursday 08PM,560475.9459857196
Apple,Karaj,"['گوش', 'آیفون', '5c']","['گوش', 'رنگ', 'گلد', '67', 'گیگ', 'حافظه', 'کوچک', 'خط', 'ویا', 'نقطه', 'ای', 'سامسونگ', 's6', 'گلد', 'معاوضه', 'میکنم', 'عکس', 'گوش', 'میتونم', 'واسه', 'میخاد', 'تلگرام']",0,Thursday 09PM,1162359.8974536094
Samsung,Tehran,"['A', 'NUMدو', 'هفته', 'کارکرده']","['گلد', '#هست', 'اکبند', 'نو', 'میشه', 'فروخت#فروش', 'قیمت', '750', 'دوتا', 'قاب', 'داره', 'گلسم', 'داره', 'اس', 'بدید', 'تلگرام', '#هست', 'زنگ', 'زد#زن']",2,Thursday 06PM,907921.2534869746
Apple,Mashhad,"['اپل', '5s']","['83', 'گیگ', 'تمیز', 'کوچک', 'خط', 'خوش', 'سالم', 'مرتب', 'یه', 'نقطه', 'اک', 'فرق', 'نداره', '83', 'گیگ', 'پار', 'نامبر', 'سریال', 'NUM', 'فروش']",5,Thursday 06PM,922211.4386052011
Huawei,Tehran,"['مدل', 'G', '525']","['جعبه', 'هندزفری', 'قیمت', 'NUMهزارتومان']",1,Thursday 12PM,260713.1887873802
Huawei,Shiraz,"['هواوی', 'y', '311']","['گوش', 'هووآوی', 'y3', 'سالم', 'تمیز', 'اندروید', 'ارتقا', 'حافظه', 'داخل', '4', 'استفاده', 'برنامه', 'واتس', 'اپ', 'وایبر', 'تلگرام', 'اینستاگرام', 'NUM', 'قیمت', 'یه', 'گوش', 'نوکیا', 'ساده', '#هست', 'تماس', 'تلفن', 'تشکر', 'سایت', 'دیوار']",1,Monday 11PM,173064.3863461473
Apple,Tehran,"['آیفون', '6s', 'پلاس', '128', 'گیگ', 'LLA']","['گوش', 'تمیز', 'میباشد', 'وسایل', 'نو', 'آکبند', '128', 'گیگ', 'LLA', 'س', 'ام', 'س', 'پاسخگو', 'نمیباشم']",5,Tuesday 09AM,2271936.281841499
ZTE,Mashhad,"['گوش', 'لیگو', 'مدل', 'الیت3', 'دوماه', 'کارکرده']","['اینترنت', '4جی', 'ساپورت', 'میکنه', 'گوش', 'تمیز', 'هستش', 'واقعا', 'گوش', 'قیمت', 'العاده', 'اس', 'قیمت', 'نو', 'گوش', '550', 'تومنه', '350', 'تومن', 'میدم', 'خریدار', 'تماس', 'بگیره']",3,Wednesday 12PM,315467.7815378407
Samsung,Tehran,['سامسونگs7'],"['گوش', 'هفته', 'کارکرده', 'واسه', 'اپل', 'خو', 'اومده', 'میخوام', 'گرفت#گیر', 'معاوضه', 'میکنم']",2,Monday 05PM,736943.1835571313
Apple,Tehran,"['آیفون', '5S', 'سفید', 'رنگ', '64', 'گیگ', 'حافظه']","['سالم', 'جعبه', 'کارتن', 'پشت', 'یه', 'زدگی', 'داره', 'تو', 'عکس', 'مشخصه', 'معاوضه', 'گلکسی', 'اس', '6', 'سامسونگ']",3,Wednesday 07AM,1388241.1500502664
Nokia,Tehran,"['نوکیاN', '95']","['باسلام', 'گوش', 'نوکیاN', '95', 'اصل', 'العاده', 'ترین', 'پیشنهاد', 'فروخته', 'میشود', 'باتشکرازاعتمادوهمراهی']",2,Wednesday 12PM,519932.1504370067
Apple,Tehran,"['IPHONE', '7', 'IPHONE', '7', 'pluse']","['آیفون', '2', '2', 'پلاس', 'علاقه', 'مندان', 'آیفون', 'امسال', 'تمامي', 'گوشي', 'ها', 'گمرك', 'برگ', 'سبز', 'رجيستر', 'تضمين', 'تماس', 'براي', 'خريد']",0,Saturday 01PM,1336556.75344686
Sony,Tehran,"['سون', 'z3سالم']","['سالم', 'وتمیز', 'درحد', 'سفید', 'رنگ', 'بالوازم']",0,Tuesday 04AM,371118.23734036536
Samsung,Tehran,"['گوش', 'آک', 'A', 'NUM']","['گوش', 'دوروزه', 'خرید#خر', 'آک', 'هستش', 'قیمت', 'بازار', 'میدم']",0,Saturday 10PM,838664.8830873654
ZTE,Shiraz,"['فروش', 'عدد', 'گوش', 'GLX']","['سلام', 'عدد', 'گوش', 'glx', 'سالم', 'یه', 'شارژر', 'والبته', 'باطری', 'فروش', 'میرسد']",1,Wednesday 05PM,133637.56673147384
Sony,Karaj,"['گوش', 'z1']","['گوش', 'ضد1', 'تمیزوسالم', 'خط', 'وخش', 'همراه', 'دوعدد', 'قاب', 'شماره', 'تماس', 'NUM']",2,Thursday 11AM,456735.2162902636
ZTE,Tehran,"['گوش', 'تبلت', 'padfone', 'mini', '2_in_1aet']","['کار', 'آمدیه', '16', 'گیگ', '4', '3', 'اینچ', 'گوش', '7', 'اینچ', 'تبلت', '2', 'سیم', 'کارت', '4g', 'micro', 'SD', 'گوش', 'جدا', 'کار', 'میکنه', 'تمیز', '2', '800', 'قیمت', 'مدل', 'پد', 'فونها', 'هستش', 'پیشنها', 'قیمت', 'موتور', 'سیکل', 'معاوضه', 'میکنم', 'ممنون', 'دیوار']",5,Thursday 08AM,630883.2720715249
Apple,Isfahan,"['اپل4سفید', '83', 'گیگ', 'تمیز']","['اپل4فروشی', 'سااااااالم', 'معاوضه', 'گوش', 'خدا']",0,Saturday 03AM,1143258.9627311006
Huawei,Tehran,"['گوش', 'هوا', 'g', '630', 'درحد', 'اک', 'تمیز']","['گوش', 'خال', 'مشکل', 'نرم', 'افزار', 'اکبنده', 'رف', 'نیس', 'سری', 'اوله', 'گوش', 'دیگه', 'داشت#دار', 'با', 'کار', 'نمیکنم', 'خال', 'گوش', 'نیس', 'قاب', 'گلس', 'تمیز', 'لوازم', 'فابریک', 'تعمیر', 'قیمت', 'توافق', 'قیمت', 'منصفانه', 'میدمش', 'لوازم', 'اضافه', 'داره']",4,Saturday 12PM,372803.90766846767
Huawei,Kermanshah,"['هواوی', 'هانر']","['خط', 'خش', 'مشکل', 'ایراد', 'ماله', 'خودم']",3,Thursday 09AM,320617.94462063734
Samsung,Isfahan,"['نوت5تکسیم', '32', 'معاوضه', 'اپل6']","['نو', '5', 'گلد', '32', 'آکبند', '32', 'گیگ', 'معاوضه', 'اپل', '6', 'اس', 'پلاس', 'ترجیحا', '64']",1,Sunday 02PM,1696363.8363547765
Samsung,Tehran,"['سامسونگ', 'کربی', '2']","['تلگرام', 'sms', 'پاسخگو', '#هست']",2,Monday 01PM,441569.22046127485
Nokia,Mashhad,"['گوش', 'نوکیا']","['گوش', 'نوستالژی', 'سیم', 'کارت', 'مخصوص', 'کلکسیون', 'علاقه', 'کارتن', 'گوش', 'موجود', 'بالا', 'قیمت', 'پیشنهاد', 'فروخته', 'میشود']",2,Friday 10PM,35753.56501509409
ZTE,Tehran,"['گوش', 'موبایلDiMO']","['گوش', 'سالم', 'باکارتن', 'قیمت', 'برایه', 'مصرف', 'فروشی', 'فوری']",2,Monday 04PM,330138.44777497055
Sony,Tehran,"['گوش', 'سون', 'یو']","['سلام', 'گوش', 'صحیح', 'وسالم', 'وتمیز', 'باکارتن', 'ولوازم', 'فوری', 'فروشی']",3,Thursday 10AM,409220.65224062407
Apple,Tehran,"['آیفون', '7', 'پلاس', 'اپل', 'واتچ']","['آیفون', '7', 'پلاس', '256', 'گیگ', 'مشک', 'مات', 'آی', 'پار', 'نامبر', 'امریکا', 'نو', 'فرق', 'نداره', 'همراه', 'عدد', 'اپل', 'واتچ', '2', 'سری', 'نایک', 'پلاس', 'نو', 'فرق', 'نداره', 'فروش', 'تعویض', 'داشت#دار']",3,Wednesday 03PM,1902121.0198258425
Apple,Mashhad,"['معاوضه', 'سون', 'سامسونگ', 'اپل']","['سلام', 'یه', 'ایفون', '5s', 'رنگ', 'گر', 'سالم', 'سالم', 'ضمانت', 'تمیز', '16', 'g', 'معاوضه', 'سون', 'سامسونگ', 'رده', 'ایفون', '6']",0,Thursday 08PM,1128085.5322966892
HTC,Shiraz,"['گوش', 'اچ', 'تی']","['باسلام', 'گوش', 'اچ', 'تی', 'وان', 'مکس', 'تمیز', 'مرتب', 'فوقالعاده', 'کیفیت', 'حافظه', 'داخل', '16', 'گیگ', 'رم', '2', 'صفحه', 'نمایش', '6', 'اینچ', 'فول', 'اچ', 'دی', 'صدا', 'استریو', 'دوربین', '4', 'الترا', 'پیکسل', 'کیفیت', 'فروش', 'معاوضه', 'اصلا', 'داشت#دار']",2,Saturday 06AM,466435.6303936547
Apple,Mashhad,"['معاوضه', '3اس', 'اس', 'اى']","['64', 'GiG', '6s', 'تمیز', 'آک', 'معاوضه', 'SE']",0,Tuesday 01PM,1354985.6318399503
Samsung,Karaj,"['سامسونگa3مدل', '2015']","['رنگ', 'گوش', 'گلد', 'میباشد', 'باگلس', 'وقاب', 'وسایل', 'تکمیل', 'قیمت', 'فروش', '420', 'تومن', 'معاوضه', 'باهمرده', 'یامدل', 'بالا', 'باتشکر']",0,Wednesday 08AM,657026.7330368807
Apple,Karaj,"['Iphone', '5s', '16', 'gold']","['گوش', 'نو', 'سالم', 'شرط', 'میباشد', 'سری', 'تمیز']",2,Thursday 08AM,965674.682603717
LG,Tehran,"['گوش', 'LG', 'G4']","['1', 'سال', 'گارانتی', 'کارتون', 'داره', 'هندزفری', 'نداره', 'صفحه', 'گلس', 'داره', 'چرم', 'رنگ', 'زرشک', 'صفحه', 'گلس', 'داره', 'صفحه', 'خط', 'نداره']",0,Friday 07PM,768683.7926077499
Huawei,Tehran,"['huawei', 'G7']","['گوش', 'سالم', 'هنگ', 'دلیل', 'خرید', 'ایفون', '7']",3,Tuesday 06PM,431398.6656134226
Apple,Ahvaz,"['گوش', 'اپل', '4اس', 'بسیارتمیز']","['یه', 'ایفون4اس', 'درحداک', 'خیل', 'تمیز', 'داشت#دار', 'ال', 'ال', 'ای', '83', 'گیگ', 'سیلور', 'شارژ', 'هدفون', 'ایرپاد', 'اصل', 'فابریک', 'عکس', 'گوش', 'تلگرام', 'واتساپ']",0,Wednesday 01PM,1022857.5603800939
Nokia,Tehran,"['nokia', '8800']","['نوکیا', '8800', 'گلد', 'تمیز', 'همراه', 'جعبه', 'لوازم', 'اصل', 'قاب', 'فابریک', 'دستگاه', 'تمیز', 'لوازم', 'جعبه']",3,Wednesday 07PM,952070.0463550871
Apple,Shiraz,"['آیفون', '6اس']","['آیفون', '6اس', 'حافظه', '64', 'گیگ', 'رنگ', 'سیلور', 'نو', 'نو', 'پلمپ', 'معاوضه', '5اس']",0,Friday 02PM,1309308.10537491
Apple,Ahvaz,"['ایفون', 'شیش', 'اس', '64', 'گیگ']","['آیفون', 'شیش', 'اس', '35', 'گیگ', 'اک', 'خط', 'خش', 'خرید#خر', 'برچسب', 'زد#زن', 'براش', 'قیمت', 'NUMتخفیف', 'کوچیک', 'پای', 'معامله', 'واتساب', 'تلگرام', '#هست', 'یاعلی']",2,Monday 06PM,1598832.390000572
Nokia,Tehran,"['نوکیا', 'ساده']","['رنگ', 'مشک', 'همراه', 'شارژر', 'کابل', 'نوکیا', 'شارژر', 'فندک', 'رم', 'هندسفری', 'گوشیو', '7هفتس', 'خرید#خر']",1,Wednesday 10AM,104330.21320269359
Apple,Ahvaz,"['گوش', 'اپل', '5s', '32', 'گیگ', 'نوک', 'مدادی']","['سلام', 'گوش', 'اپل', 'درحداک', '5s', '32', 'گیگ', 'نوک', 'مدادی']",0,Friday 12PM,958244.7617310149
Apple,Isfahan,"['Iphone', '4s', '32', 'GB']","['ایفون', 'فور', 'اس', 'گیگ', 'اصل', 'مشک', 'بدونه', 'خط', 'خش', 'تعمیر', 'نرفته', 'دربه', 'گوش', 'پلمب', 'تمیز', 'شرط', 'آگهی', 'تکرار', 'تماس']",1,Thursday 06AM,424119.11733522644
Apple,Tehran,"['iphon', '6s', '64', 'g', 'gray']","['آک', 'خط', 'خش', 'تست', 'هندزفری', 'شارژر', 'پلمپ', 'میباشد', 'قیمت', 'پبشنهادی', 'پیامک', 'صورت', 'معقول', 'تماس', 'گرفت#گیر', 'گوش', 'جهت', 'مصرف', 'میباشد', 'قیمت', 'نا', 'معقول', 'کاسب', 'داد#ده', 'فروش']",2,Thursday 03PM,1974799.2789548049
Apple,Karaj,"['خرید', 'فروش', 'آیفون']","['آیفون', '6اس', '64', 'مشک', '2', 'م', 'آیفون', '6اس', '64', 'گلد', '2050', '6', '64', 'گلد', '1700', '5اس', '16', 'گیگ', 'نو', '1150', 'رنگبندی', 'NUM', 'م', 'درن']",0,Sunday 04AM,1528608.347811944
Samsung,Tehran,"['خریدار', 'انواع', 'گوش', 'موبایل', 'ب', 'قیمت']","['سلام', 'خریدار', 'گوشیا', 'مصرف', '#هست', 'j5', '2016', 'j7', '2016', 'A5', '2016', 'A7', '2016', 's7edch', 's7', 'flat', 'iphon6', 'iphon6s', 's6', 'flat']",0,Monday 11AM,627140.0938635533
Apple,Karaj,"['فروش', 'اقساط', 'موبایل']","['فروش', 'اقساط', 'موبایل', 'تبلت', '912', 'باچک', 'چک']",0,Sunday 12PM,1080267.59825825
Apple,Kermanshah,"['iphone', '5s']","['32', 'گیگ', 'رنگ', 'گلد', 'پار', 'نامبر', 'امریکا', 'فروش', 'معاوضه', 'ایفون', 'تلگرام', 'میتونم', 'جواب', 'بد', 'ممنون']",0,Monday 08AM,1030010.2858765977
Samsung,Tehran,"['گوش', 'سامسونگ', 'A5', '2016']","['تمیز', 'گلس', '2', 'قاب', 'رنگ', 'گلد', 'ممنون', 'برنامه', 'دیوار']",1,Monday 02PM,878173.9833545608
Samsung,Tehran,"['سامسونگ', 'A5', '2016']","['تمیز', 'گلس', 'وقاب', 'رنگ', 'گلد', 'چسب', 'پشت', 'کنده', 'شد#شو', 'دوسیم', 'ویتنام']",0,Tuesday 09AM,889018.4676660753
Apple,Qom,"['ایکس', 'باکس', 'وان', 'تمیز', 'معاوضه', 'ایفون5s']","['ایکس', 'باکس', 'وان', 'تمیز', 'رنگ', 'مشک', 'بازی', 'جیتی', 'ای', 'vوفیفا', '16', 'ریجن', 'معاوضه', 'اپل', '5s']",0,Thursday 08PM,900759.2882269351
Samsung,Isfahan,"['گوش', 'موبایل', 'grand2']","['عیب', 'سالم', 'یکسال', 'کارکرده', 'باقیمت', 'دیگه', 'گوش', 'اندروید', 'نمیخوام', 'استفاده', 'وگرنه', 'اصلا', 'نمیفروختمش', 'شماره', 'تماس', 'NUM']",2,Friday 08PM,310958.88585480006
Apple,Tehran,"['دوچرخه', 'گالانت', 'معاوضعه', 'باایفون', '6']","['معاوضعه', 'دوچرخه', 'حرفه', 'ای', 'باآیفون', '6']",1,Saturday 05PM,1536035.1087640622
Apple,Shiraz,"['فروش', 'اپل', '6', 'پلاس', '64', 'gb']","['فروش', 'گوش', 'اپل', '6', 'اس', 'پلاس', '64', 'gb', 'پملمپ', 'بالا', 'قیمت', 'پیشنهاد', 'فروخته', 'میشود']",0,Tuesday 07AM,1853123.098123921
Apple,Tehran,"['Iphone', '5s', 'gold']","['دستگاه', 'lphone', '5s', 'gold', '16', 'GB', 'اخرین', 'ورژن', 'ios', '10', 'ساخت', 'آمریکا', 'LLA', 'شرط', 'اصل', 'خط', 'خش', 'سالم', 'لب', 'پریدگی', 'باهمه', 'ی', 'لوازم', 'قاب', 'اضافی', 'فروخت#فروش', 'میرسد']",2,Thursday 02PM,997884.8842952101
Samsung,Qom,"['سامسونگ', 'گلکسی', 'S3']","['گوش', 'خوبیه', 'سالمه', 'کارتون', 'داره', 'شارژر', 'هندزفری', 'داره', 'قیمت', 'توافق', 'هستش', 'NUM']",2,Sunday 11PM,148447.75170074872
Sony,Isfahan,"['سون', 'xperia', 'p']","['گوش', 'سون', 'xperia', 'p', 'سالم', 'تمیز', 'هندفری', 'اصل']",2,Wednesday 12PM,374575.00557256036
Apple,Shiraz,"['Iphone5', '16', 'g']","['تمیز', 'تمیز', 'نگه', 'داشت#دار', 'مشک', 'هستش', 'اروپا', 'فرستادن', 'واسم', 'جهت', 'مصرف', 'اروپا', '83', 'گیگ', 'شارژر', 'هنسفری', 'اصل']",2,Saturday 07PM,898251.6076667391
LG,Isfahan,"['گوش', 'ال', 'جی', 'L9']","['عدد', 'گوش', 'ال', 'جی', 'ال', '0', 'حدودا', 'تمیز', 'سالم', 'باطری', 'نو', 'دلیل', 'خرید', 'گوش', 'مدل', 'فروش', 'میزارم', 'لطفا', 'قیمتتونو', 'پیامک', 'کنین']",2,Wednesday 11PM,173009.154337612
Apple,Mashhad,"['ایفون', '6', 'پلاس']","['ایفون', '6', 'پلاس', '16', 'گیگ', 'رنگ', 'گر', 'سفارش', 'امریکا', 'تمیز', 'کار', 'NUM']",1,Tuesday 07PM,1659402.1642956736
Nokia,Tehran,"['گوش', 'موبایل', 'نوکیا']","['سالم', 'باطری', 'نو', 'شارژر', 'هندس', 'فیری', 'تماس', '5', 'ظهر', '87', 'شب', 'پیامک', 'جواب', 'نمیشود', 'تشکر', 'دیوار']",1,Wednesday 03AM,172205.43999371683
Samsung,Mashhad,"['samsung', 's5سورمه', 'ایی']","['ال', 'دیش', 'شکسته', 'تعویض', 'بشه']",0,Wednesday 04AM,349933.5689768652
Apple,Tehran,"['آیفون', 'SE', 'مشک']","['گوش', 'iphone', 'SE', 'مشک', 'سیلور', 'نو', 'کوچک', 'خط', 'هندزفری', 'نو', 'سفارش', 'آمريکا', 'LLA', 'گلس', 'اورجينال', 'ضد', 'خش']",4,Saturday 01PM,1480666.536987631
Apple,Tehran,"['iphone', '6', '64', 'G', 'ایفون', '6', '64']","['ایفون', '6', '64', 'G', 'سالم', 'خط', 'خش', 'نو', 'اس', 'ام', 'اس', 'جواب', 'نمیشود']",0,Monday 12PM,1698501.0659364706
Apple,Tehran,"['4اس', '32', 'گ', 'سفید', 'سالم', 'خط', 'خش']","['معاوضه', 'داشت#دار', 'تمیز']",5,Wednesday 04PM,820089.8544695522
Samsung,Karaj,"['سامسونگA5', '2016', 'gold']","['گوش', 'ماهه', 'کار', 'تاچ', 'ال', 'دیش', 'شکسته', '380', 'اورجینال', 'خرج', 'داره']",0,Monday 07PM,618678.5324068775
Samsung,Isfahan,"['گوش', 'جی', 'فایو', 'سامسونگ']","['جی', 'فایو', 'آک', 'باگارد', 'درجه', 'درحد', 'تیم', 'ملی']",2,Wednesday 12PM,431623.4640383594
Samsung,Shiraz,"['تعویض', 'سامسونگ', 'نو', 'ایچ', 'گوش', 'دوسیم', 'کارت']","['گوش', 'همون', 'جور', 'بینی', 'گلسش', 'ترک', 'داره', 'گلسش', '#هست', 'مشکل', 'واسه', 'کار', 'با', 'گوش', 'دوسیم', 'خوام', 'خوام', 'تعویض', 'لطفا', 'مدل', 'گوش', 'پیامک', 'قیمت', 'سر', 'بگید', 'پیامک', 'بدید', 'تشکر', 'دیوار']",3,Thursday 10AM,655465.352127324
Samsung,Tehran,"['note3', 'n', '900']","['بردnote3همراه', 'کارتون']",0,Thursday 09PM,470073.69289103657
ZTE,Ahvaz,"['گوش', 'GLX', 'spider1s']","['ایراد', 'گوش', 'باطریش', 'ضعیفه', 'گوش', 'عیب', 'ایراد']",0,Saturday 09PM,382254.6884276175
Nokia,Tehran,"['8800', 'art', 'carbon']","['تعمیر', 'شد#شو', 'فابریک', 'خودم']",1,Friday 03PM,535295.6578091787
Huawei,Mashhad,"['گوش', 'موبایل', 'هوآوی']","['گوش', 'مدل', 'HONOR', 'هسته', 'ای', '4G', 'آندروید', '4', '4', '2', 'سالم', 'نو', 'قیمت', 'توافق']",2,Wednesday 11AM,351345.42660947633
Sony,Mashhad,"['سون', 't2']","['سلام', 'گوش', 'سون', 'تی', 'قطعات', 'شو', 'خریدار', 'موردتونو', 'پیامک', 'ممنون']",0,Friday 09PM,467817.92906399677
Sony,Tehran,"['سون', 'زد#زن', 'فورجی', 'مشک']","['کارکرد', 'ضربه', 'تعمیر', 'شدگی', 'گلس', 'تازه', 'انداخت#انداز', 'فاقد', 'هنذفری', 'واس', 'ی', 'کوچولو', 'تخفیف', 'میدم', 'معاوضه', 'ایفون', '5اس', 'شارژر', 'هنذفزی', 'میکنم', 'بقیه', 'مدل', 'ها', 'معاوضه', 'داشت#دار', 'پیشنهاداتون', 'پیامک', 'تماس', 'پاسخگو', '#هست']",2,Thursday 11AM,580006.7178002896
Apple,Tehran,"['ایفون', '3', '83', 'نوو', 'استثنایی']","['قیمت', 'NUM', 'تخفیف', 'نداره', 'گوش', 'خیییلییی', 'سالم', '8سال', 'مهلت', 'تست', 'میدم']",2,Saturday 10AM,1365171.243017708
Sony,Tehran,"['گوش', 'سونیz1']","['ال', 'دی', 'گوش', 'خراب', '160', 'هزینه', 'تعویض', '#هست', 'لوازم', 'جانبی', 'کارتن', 'گوش', 'نو', 'سالم', 'میباشد', 'رنگ', 'مشک', 'قاب', 'ژلاتین', 'مشک']",0,Saturday 06PM,571278.6297975684
Nokia,Ahvaz,['نوکیادوسیم'],"['نوکیالمسی', 'دوسیم', 'کارت']",3,Saturday 08PM,209348.5834829029
Samsung,Tehran,"['معاوضه', 'سامسونگ', 'a7']","['سلام', 'گوش', 'سالمه', 'درحد', 'آک', 'ی', 'نقطه', 'معاوضه', 'آیفن', '5', '5s', '6', 'se', 'پیشنهاداتون', 'بگید', 'تلگرام', '#هست']",1,Tuesday 08AM,797763.1680060271
Samsung,Isfahan,"['گوش', 'سامسونگ', '8هسته', 'ای']","['گلکسی', 'S4', 'سامسونگ', 'گوش', 'سری', '8هسته', 'ای', 'دوربین', '13', 'باکیفیت', 'اندروید5', '1', 'حافظه', 'داخل', '16', 'تک', 'سیم', 'حسگر', 'کنترل', 'تلویزیون', 'میباشد', 'سالم', 'شرط', 'تست', 'همراه', 'کارتن', 'شارژر', 'هندسفری', 'گارد', '2طرفه', 'گلس', 'صفحه', 'تلگرام', 'پاسخگو', '#هست', 'باتشکر', 'قیمت', 'پیشنهاد', '440', 'فرستاد#فرست', 'باتشکر']",4,Thursday 10AM,451055.20508267055
HTC,Mashhad,['htconem7'],"['بسیارسالم', 'تمیزنگه', 'داشت#دار', 'الانم', 'مجبور', 'وگرنه', 'نم', 'فروخت#فروش']",0,Thursday 03PM,433906.61948477797
Apple,Tehran,"['گوش', 'های', 'ایفون']","['گوشیهای', 'ایفون', '6s', '5s', 'اک', 'فروشی', '6s', '64', 'گیگ', 'اک', 'خط', 'خش', '5s', '16', 'گیگ', 'اک']",4,Saturday 03PM,1546849.6836469385
